skos:prefLabel	skos:definition	rdf:type	skos:altLabel	skos:hiddenLabel	skos:narrower	skos:broader	skos:scopeNote	skos:changeNote
Comédie de foire		skos:Concept				Comédie		EP346934
Comédie en musique		skos:Concept				Oeuvre à intermèdes musicaux		EP346532;PMB1250
Comédie héroïque		skos:Concept						PMB1251
Comédie lyrique	Comédie en musique, qui se distingue de la comédie-ballet par le fait qu'elle est entièrement chantée.	skos:Concept						EP345878;PMB1252
Comédie mêlée d'ariettes		skos:Concept						
Comédie musicale		skos:Concept						PMB22493
Comédie-ballet	Comédie mêlée de musique et de danse créée par Molière et Lully, dans la lignée des genres qui relatent une même histoire tout au long de l'œuvre (comme la tragédie en musique et contrairement à l'opéra-ballet, plus composite). Molière et Lully remportent de nombreux succès (L'Amour médecin, Georges Dandin, Le Bourgeois gentilhomme, etc.).	skos:Concept						PMB1253
Comédien		skos:Concept						
Comédien ambulant		skos:Concept				Acteur		EP345688
Comédien de foire		skos:Concept				Comédien ambulant		EP345690
Comédien italien		skos:Concept				Acteur		EP345691
Comédienne		skos:Concept						
Comique		skos:Concept						EP345881
Commanditaire		skos:Concept						EP345882
Commedia dell'arte		skos:Concept				Théâtre italien		EP346953;PMB1256
Commémoration de tous les défunts	Célébration liturgique en mémoire de tous les morts, observée le 2 novembre dans l’Église latine, au lendemain de la Toussaint. Elle est célébrée dans les rites romain et ambrosien.	skos:Concept	Jour des morts##2 novembre##Messe des morts					
Commerce de musique		skos:Concept				Diffusion de la musique		EP345946
Commerce d'instruments		skos:Concept				Diffusion de la musique		EP345947
Commun de la dédicace d'une église		skos:Concept				Commun (liturgie)		
Commun de la messe		skos:Concept				Commun (liturgie)		EP345883
Commun de plusieurs martyrs		skos:Concept				Commun (liturgie)		
Commun de plusieurs saintes		skos:Concept				Commun (liturgie)		
Commun des abbés		skos:Concept				Commun (liturgie)		
Commun des apôtres		skos:Concept				Commun (liturgie)		
Commun des docteurs		skos:Concept				Commun (liturgie)		
Commun des évangélistes		skos:Concept				Commun (liturgie)		
Commun des pontifes		skos:Concept				Commun (liturgie)		
Commun des saints		skos:Concept				Commun (liturgie)		
Commun des vierges		skos:Concept				Commun (liturgie)		
Commun d'un confesseur non pontife		skos:Concept				Commun (liturgie)		
Commun d'un confesseur pontife		skos:Concept				Commun (liturgie)		
Commun d'un martyr		skos:Concept				Commun (liturgie)		
Commun d'une vierge martyre		skos:Concept				Commun (liturgie)		
Commun d'une vierge non martyre		skos:Concept				Commun (liturgie)		
Communauté religieuse	Groupe de personnes consacrées vivant ensemble selon une règle commune, généralement dans un lieu dédié, et partageant un mode de vie structuré par la prière, les activités communautaires et un engagement religieux spécifique.	skos:Concept	Communauté monastique##Ordre religieux##Congrégation religieuse##Vie communautaire religieuse			Vie religieuse		EP347040
Communion	Reception du Corps et du Sang du Christ par les fidèles assistant à la messe sous la forme de pain et de vin.	skos:Concept						
Compagnie de jésus	Ordre religieux catholique fondé en 1540 par Ignace de Loyola, également connu sous le nom de Jésuites. La Compagnie de Jésus se caractérise par une forte implication dans l’éducation, les missions, les sciences, la spiritualité ignatienne et le dialogue interculturel.	skos:Concept	Jésuites	Société de Jésus				PMB1257;PMB1663
Compas	Instrument composé de deux branches mobiles que l'on écarte plus ou moins pour mesurer des angles, tracer des circonférences. (Le Robert)	skos:Concept						
Compassion de Marie	Dévotion chrétienne évoquant la participation spirituelle de Marie aux souffrances du Christ, en particulier lors de sa Passion et de sa mort.	skos:Concept	Notre-Dame des Sept Douleurs##Fête de la Compassion##Sept Douleurs de la Vierge Marie##15 septembre##Sept douleurs##Mater Dolorosa				Cette notion est liée à la représentation de Marie comme « Notre-Dame des Douleurs ». Elle est liturgiquement commémorée le 15 septembre, au lendemain de la fête de la Croix glorieuse, dans le calendrier romain. La compassion de Marie est souvent symbolisée par l'image des « sept douleurs » (prophétie de Siméon, fuite en Égypte, perte de Jésus au temple, rencontre sur le chemin de croix, crucifixion, descente de croix, mise au tombeau).	
Complainte	Espèce de romance populaire, d'un genre pathétique. Ce petit poème est ordinairement le récit d'une histoire lamentable, qu'on suppose fait par le personnage même. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept				Chanson		EP346750;PMB23380
Complies	Dernier office de la journée dans la Liturgie des Heures, célébré avant le repos nocturne.	skos:Concept	Office de nuit				Comprend souvent l’hymne Salve Regina ou d’autres prières mariales.	EP345884;PMB1258
Compositeur	Celui qui compose de la musique d'après les règles de l'art. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept				Musicien		EP346440
Composition		skos:Concept						PMB1259
Composition chorégraphique		skos:Concept						
Composition du livret		skos:Concept				Dramaturgie		EP345699
Composition du papier		skos:Concept				Papier		EP345961
Composition musicale	Pris dans un sens général, ce mot exprime l'art d'inventer et d'écrire des chants, de les accompagner d'une bonne harmonie, de faire, en un mot, une pièce complète de musique avec toutes ses parties. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						EP345886
Composition par les nombres		skos:Concept						
Compositrice	Féminin de compositeur.	skos:Concept						PMB1260
Compte-rendu		skos:Concept				Écrit critique		EP346015
Comptine		skos:Concept						PMB1261
Concert	Ce mot vient du latin concinere, et signifie une réunion de musiciens qui exécutent des morceaux de musique vocale et instrumentale. En Italie un concert se nomme Aademia. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept				Vie musicale		EP347009;PMB1263
Concert instrumental		skos:Concept				Pièce instrumentale		EP346567;PMB1264
Concert privé		skos:Concept						
Concert vocal		skos:Concept						PMB1265
Concerto	Genre musical purement instrumental inventé en Italie au XVIIe siècle, le concerto oppose un ou plusieurs solistes à un orchestre.	skos:Concept				Pièce instrumentale		EP346568;PMB1266
Concerto-grosso	Nom que l'on donnait à des symphonies avec violon principal et d'autres parties obligées ou non. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						PMB1267
Concerto pour alto		skos:Concept						PMB1268
Concerto pour basson		skos:Concept						PMB1269
Concerto pour clarinette		skos:Concept						PMB1270
Concerto pour clavecin		skos:Concept						PMB1271
Concerto pour flûte		skos:Concept						PMB1272
Concerto pour guitare		skos:Concept						PMB1273
Concerto pour hautbois		skos:Concept						PMB1274
Concerto pour orgue		skos:Concept						PMB1275
Concerto pour piano		skos:Concept						PMB1276
Concerto pour violon		skos:Concept						PMB1277
Concerto pour violoncelle		skos:Concept						PMB1278
Concile de Trente		skos:Concept				Réforme liturgique		EP346828
Concordant (voix)	On nommait anciennement ainsi l'espèce de voix qui est entre la taille et la basse-taille, et qui peut chanter l'une et l'autre partie. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						
Concours	Ensemble des épreuves prouvant la capacité d'un musicien dans la charge qu'il va exercer. (Benoit, Marcelle (dir.) (1992). Dictionnaire de la musique en France aux XVIIe et XVIIe siècles. Fayard.)	skos:Concept						
Condition de vie du musicien		skos:Concept				Condition sociale		EP347050
Condition sociale		skos:Concept				Vie sociale		EP347049
Conduit	Tube par lequel le vent passe des soufflets dans les sommiers. Un fragment de musique qui ramène une idée principale s'appelle aussi conduit. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						PMB1279
Confesseur		skos:Concept						PMB1280
Confirmation		skos:Concept						
Confirmation religieuse		skos:Concept						
Confrérie des ménétriers		skos:Concept				Association de musiciens		EP345780
Confutation		skos:Concept						
Congrégation		skos:Concept						
Consécration d'église	Fait de rendre sacrée une église en tant que lieu en la vouant à Dieu.	skos:Concept						EP345888
Conservatoire de musique	C'est le nom que l'on donne aux grandes écoles de musique, parce qu'elles sont destinées à propager l'art et à le conserver dans toute sa pureté. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						EP345889
Consonnance	On appelle consonnances certains intervalles qui plaisent immédiatement à l'oreille. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						
Consort	Un petit ensemble instrumental pour jouer de musique composée avant 1700. La signification est souvant étendue pour couvrir les ensembles de voix avec ou sans accompagnement musical, et le mot est aussi utilisé pour la musique elle-même. (Dictionary of Music and Musicians. 2nd edition)	skos:Concept						PMB22434
Construction de théâtre		skos:Concept				Description de théâtre		EP345936
Construction du livret		skos:Concept						EP345890
Conte		skos:Concept						EP345891;PMB1281
Conte musical		skos:Concept						PMB1282
Continuo		skos:Concept						PMB23347
Contralto (voix)		skos:Concept						
Contrat de mariage		skos:Concept						
Contrebasse	Appartenant à la famille des violons, la contrebasse est le plus grand et le plus grave des instruments à cordes. Il se joue debout, en frottant les cordes avec l'archet ou en les pinçant avec les doigts.	skos:Concept						PMB1283
Contrebassiste	Musicien qui joue de la contrebasse.	skos:Concept				Instrumentiste		EP346446
Contrebasson	Instrument qui donne l'octave du basson. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						
Contre-chant		skos:Concept						
Contredanse	Danse de bal à 2/2 ou 6/4 d'origine anglaise, introduite en France en 1684 par Isaac, maître à danser anglais. (Benoit, Marcelle (dir.) (1992). Dictionnaire de la musique en France aux XVIIe et XVIIe siècles. Fayard.)	skos:Concept				Danse de bal		EP345925;PMB1284
Contre-éclisse		skos:Concept						
Contrefugue		skos:Concept						
Contrepoint	Technique d'écriture musicale visant à superposer simultanément des lignes mélodiques.	skos:Concept				Écriture musicale		EP346019;PMB1285
Contrepoint figuré		skos:Concept						
Contrepoint instrumental		skos:Concept				Contrepoint		EP346020
Contrepoint renversable		skos:Concept						
Contrepoint simple		skos:Concept						
Contrepoint sur le livre		skos:Concept						
Contrepoint syncopé		skos:Concept						
Contrepoint vocal		skos:Concept				Contrepoint		EP345893
Contre-sommier		skos:Concept						
Contre-ténor (voix)		skos:Concept				Chanteur		EP346435
Convalescence		skos:Concept						EP345894
Conversion de Paul		skos:Concept						
Copie	Exemplaire issu de la trans d'un morceau de musique.	skos:Concept				Diffusion de la musique		EP345948
Copiste	Celui qui fait profession de copier de la musique, d'extraire des parties séparées d'une partition, ou qui les double pour qu'elles s'exécutent avec orchestre. Le copiste doit posséder d'abord une écriture bien lisible, et doit, non-seulement écrire correctement les notes, mais encore, tous les points, les signes, les lignes et les paroles. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						EP345895;PMB1286
Cor	Instrument de la famille des cuivres utilisé à l'origine comme instrument de signalement militaire ou pour la chasse, le cor subit des améliorations lors de la seconde moitié du XVIIe siècle et s'intègre rapidement dans l'orchestre.	skos:Concept						PMB1287
Cor anglais	Alto du hautbois inventé vers 1760 par Jean Perlendis, à Strasbourg, et ainsi nonuné parce que ce furent les musiciens anglais qui le propagèrent. (Wright, Rowland (1941). Dictionnaire des instruments de musique. Battley Brothers)	skos:Concept						
Cor de basset	Ancienne clarinette, inventée vers 1770, d'un diapason plus bas que la clarinette ordinaire. (Wright, Rowland (1941). Dictionnaire des instruments de musique. Battley Brothers)	skos:Concept						PMB1288
